bedrooms,bathrooms,area,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,prefarea,parking,furnishingstatus,price
3,3,1762,4,no,yes,yes,no,yes,no,2,furnished,399503
2,3,922,3,yes,no,no,no,yes,no,1,furnished,258336
6,6,3303,1,no,no,no,no,no,yes,0,unfurnished,531267
4,5,2358,3,yes,no,yes,no,yes,yes,2,unfurnished,426774
2,3,1220,3,yes,no,yes,no,yes,yes,2,unfurnished,268004
5,5,2279,2,no,no,yes,yes,yes,no,1,furnished,445490
4,5,2169,2,yes,no,yes,yes,no,no,1,furnished,451422
3,4,1717,3,yes,no,yes,yes,yes,no,1,unfurnished,298319
3,3,1771,2,yes,yes,yes,no,no,yes,1,unfurnished,368901
3,2,1738,2,yes,no,no,yes,no,yes,1,semi-furnished,312801
1,1,1001,2,yes,no,yes,no,no,no,2,furnished,245944
2,2,1589,2,no,no,no,no,no,yes,2,furnished,334702
4,6,2213,1,yes,no,no,yes,yes,no,2,furnished,454617
1,1,690,3,yes,no,no,no,yes,yes,1,semi-furnished,142150
2,3,1572,2,yes,no,no,yes,yes,yes,2,furnished,336115
3,3,2028,2,yes,yes,yes,no,yes,no,2,unfurnished,365267
3,3,2330,1,yes,no,yes,no,yes,yes,0,furnished,461862
5,6,2275,2,no,no,no,no,yes,no,0,unfurnished,395469
2,3,1348,1,yes,no,no,yes,yes,no,2,furnished,301001
2,1,883,1,yes,no,no,no,no,yes,2,semi-furnished,198464
4,4,2210,2,yes,no,no,no,yes,no,1,furnished,438472
3,2,1590,2,yes,no,no,no,yes,yes,2,unfurnished,287559
2,2,1684,2,no,yes,no,no,no,yes,2,semi-furnished,301936
3,4,1545,1,yes,yes,no,no,yes,no,3,furnished,334871
2,2,962,2,yes,no,yes,no,no,yes,0,unfurnished,209608
2,2,1205,1,yes,no,yes,no,no,yes,2,semi-furnished,256438
3,3,1304,4,yes,no,no,yes,yes,no,0,unfurnished,268714
3,5,1850,2,yes,no,no,no,yes,yes,2,unfurnished,392324
5,6,2086,2,yes,yes,no,no,yes,no,2,unfurnished,413671
3,2,1705,2,no,no,yes,no,no,no,1,furnished,356581
3,4,1284,1,no,yes,no,no,yes,yes,2,furnished,319783
3,3,1635,4,yes,no,yes,no,yes,yes,0,unfurnished,322435
1,1,1228,1,yes,no,no,no,no,yes,2,semi-furnished,218494
3,4,1772,2,yes,no,yes,no,yes,yes,1,furnished,397459
2,4,1127,2,no,yes,yes,yes,no,no,2,unfurnished,245835
5,6,2493,1,no,yes,yes,no,no,no,0,furnished,495047
2,3,1303,3,yes,no,yes,no,no,yes,2,unfurnished,243053
3,3,1794,2,yes,no,no,no,no,no,2,unfurnished,327365
1,2,626,1,yes,no,yes,no,yes,no,2,unfurnished,166082
6,6,3018,1,yes,yes,yes,no,no,yes,0,furnished,647596
3,4,1159,1,yes,no,no,no,yes,no,2,semi-furnished,261483
3,3,1574,3,yes,no,no,no,yes,no,0,semi-furnished,317618
1,2,802,2,yes,no,yes,no,yes,yes,2,semi-furnished,212970
4,4,2226,1,yes,no,yes,no,no,yes,2,furnished,488540
2,2,1304,1,yes,yes,no,no,no,no,2,semi-furnished,230063
4,6,1818,2,yes,no,no,yes,no,yes,2,semi-furnished,370928
2,2,1103,2,yes,no,yes,no,yes,yes,0,semi-furnished,234106
2,3,1339,2,yes,no,no,yes,no,no,2,unfurnished,247332
1,1,884,2,yes,no,yes,no,no,no,1,semi-furnished,169545
3,2,1584,1,yes,no,yes,no,yes,yes,3,furnished,322508
3,2,1603,2,yes,yes,no,no,yes,yes,2,semi-furnished,361361
1,1,1039,4,yes,no,no,no,yes,yes,2,unfurnished,202199
4,5,1996,1,yes,no,yes,no,yes,yes,3,furnished,465202
3,3,1682,2,yes,no,no,no,yes,yes,1,semi-furnished,356522
3,5,2133,2,yes,yes,yes,no,yes,yes,3,furnished,431454
3,4,1415,2,yes,no,yes,no,yes,yes,1,furnished,339136
3,3,1329,1,yes,yes,yes,no,yes,yes,2,unfurnished,285737
3,4,1856,3,yes,yes,yes,no,yes,yes,2,unfurnished,367993
2,3,1164,2,yes,no,no,no,yes,yes,0,semi-furnished,241894
2,3,1236,2,yes,no,no,no,no,yes,1,unfurnished,271262
4,4,1943,2,yes,no,yes,yes,yes,yes,0,unfurnished,393629
5,5,2448,1,yes,no,no,no,yes,no,3,unfurnished,462920
3,4,2019,1,yes,no,no,no,yes,yes,0,semi-furnished,372936
2,4,1460,3,yes,no,no,no,yes,no,2,semi-furnished,263072
3,4,1872,1,no,no,no,no,no,no,2,semi-furnished,290878
3,3,1416,2,yes,yes,yes,no,yes,yes,1,furnished,318919
1,2,669,2,yes,no,no,no,yes,no,1,semi-furnished,155539
2,2,732,2,yes,no,no,no,no,yes,2,unfurnished,179475
4,4,1938,2,no,no,no,no,yes,yes,0,unfurnished,350356
3,3,1891,2,yes,no,no,no,yes,yes,2,unfurnished,338548
1,2,1003,1,yes,yes,yes,no,yes,yes,1,furnished,283298
2,2,1255,2,no,no,no,yes,yes,yes,1,semi-furnished,229871
2,2,1295,2,yes,yes,yes,no,no,yes,2,furnished,324916
3,4,1562,2,no,no,yes,no,yes,no,1,furnished,340944
1,1,940,1,no,yes,yes,no,no,no,3,unfurnished,174581
2,1,1453,2,yes,no,no,no,no,yes,2,semi-furnished,293760
4,3,1776,1,yes,no,yes,no,yes,yes,1,unfurnished,378370
2,4,1359,1,yes,no,no,no,yes,yes,1,furnished,300051
3,4,1886,1,yes,no,yes,no,yes,yes,1,semi-furnished,389070
2,2,1216,3,yes,no,no,yes,yes,no,1,semi-furnished,248693
1,2,1040,1,yes,no,yes,no,yes,yes,2,furnished,244868
2,3,1862,1,yes,no,no,yes,yes,yes,2,furnished,378341
4,4,2079,1,yes,no,no,no,yes,no,1,furnished,407691
4,5,2178,1,yes,no,no,yes,no,no,0,semi-furnished,392206
4,5,1952,2,yes,yes,yes,no,yes,yes,1,unfurnished,387627
3,4,1736,1,yes,no,no,yes,yes,yes,0,unfurnished,341347
3,3,1792,1,yes,yes,no,no,no,yes,2,unfurnished,330135
2,3,1338,2,yes,no,no,no,yes,yes,2,unfurnished,238605
2,3,1096,2,yes,no,yes,no,yes,yes,1,unfurnished,228051
4,4,2141,3,yes,no,no,no,yes,yes,1,semi-furnished,354880
1,1,1192,2,no,no,yes,no,yes,no,3,semi-furnished,208552
1,1,989,1,yes,no,no,no,yes,yes,0,semi-furnished,186266
2,2,1492,2,yes,yes,no,no,yes,yes,2,unfurnished,280317
1,2,852,1,yes,no,yes,no,yes,yes,1,furnished,252629
2,1,1449,2,yes,yes,no,no,no,yes,2,furnished,316110
3,3,1755,2,yes,no,no,no,yes,no,2,unfurnished,325209
3,4,1509,1,yes,yes,no,no,yes,yes,0,furnished,313376
4,3,2163,2,yes,no,yes,no,yes,yes,2,unfurnished,398267
4,6,1901,3,no,no,no,yes,yes,yes,2,unfurnished,374386
2,2,1173,4,yes,yes,no,no,yes,yes,0,furnished,265752
2,2,1337,2,yes,no,yes,no,no,yes,0,semi-furnished,250114
3,3,1759,2,no,no,yes,yes,yes,yes,2,unfurnished,298917
3,3,1462,1,yes,no,no,no,yes,yes,2,furnished,307338
2,1,1510,1,yes,no,yes,no,yes,yes,2,unfurnished,293681
3,4,1814,2,yes,yes,no,yes,yes,yes,2,unfurnished,352821
3,5,1559,2,yes,yes,yes,no,yes,no,2,furnished,366013
3,3,1392,3,yes,no,yes,no,yes,no,2,furnished,331137
3,4,1671,2,yes,no,no,no,yes,no,2,furnished,382745
2,3,1210,2,no,no,no,no,yes,no,1,furnished,252164
5,6,2522,2,no,yes,no,no,yes,yes,3,furnished,561243
4,4,2027,3,no,yes,no,no,yes,no,0,unfurnished,346307
2,2,898,2,no,no,no,no,yes,yes,1,furnished,204701
4,4,2022,2,yes,yes,yes,no,no,yes,2,unfurnished,406719
3,4,1638,2,yes,no,no,no,yes,yes,1,furnished,404197
4,5,2226,3,yes,yes,yes,yes,no,yes,0,semi-furnished,480221
4,4,1960,1,yes,yes,no,no,yes,no,0,semi-furnished,384616
3,3,2035,3,no,no,yes,no,yes,yes,2,unfurnished,373228
1,3,517,2,yes,no,yes,yes,yes,yes,3,semi-furnished,207613
2,3,1562,2,no,no,no,no,yes,yes,2,furnished,339549
3,5,1655,2,no,yes,yes,yes,yes,yes,2,unfurnished,300726
3,4,1871,2,no,no,yes,no,yes,yes,1,furnished,379719
2,2,1315,1,no,no,no,no,no,yes,1,furnished,269882
2,3,1527,3,yes,no,no,no,yes,yes,0,semi-furnished,260612
4,5,2022,2,yes,no,no,yes,yes,no,1,unfurnished,357688
6,5,2680,2,yes,no,no,no,yes,yes,1,furnished,557093
3,4,1984,1,yes,no,yes,no,no,yes,0,semi-furnished,369810
2,3,1277,2,yes,no,no,no,no,no,0,semi-furnished,232853
2,2,1344,2,no,no,yes,no,yes,no,2,unfurnished,238497
1,2,1146,2,no,yes,no,no,no,yes,2,furnished,259754
5,6,2293,2,yes,no,no,no,yes,yes,3,furnished,515829
2,4,1419,2,yes,no,no,no,yes,no,2,semi-furnished,272951
3,2,1582,4,yes,no,no,yes,yes,yes,0,furnished,322432
2,2,1273,2,yes,no,yes,no,no,yes,2,unfurnished,276246
3,4,1714,3,yes,no,no,no,no,yes,0,semi-furnished,325384
3,3,1399,1,yes,no,no,no,no,no,2,unfurnished,240139
4,5,1944,2,yes,yes,yes,yes,yes,no,2,unfurnished,395541
2,3,1570,2,yes,no,yes,no,no,no,2,unfurnished,269061
1,1,1077,2,yes,no,no,no,yes,yes,3,semi-furnished,207082
2,3,1287,3,yes,no,no,no,yes,yes,2,unfurnished,268609
5,6,2548,1,yes,no,yes,no,yes,yes,2,furnished,552094
4,4,2041,1,yes,yes,no,no,yes,no,1,unfurnished,416152
3,5,1971,3,yes,no,yes,yes,yes,no,3,semi-furnished,399099
3,4,1659,1,no,yes,yes,yes,yes,yes,0,unfurnished,336436
3,4,1746,2,yes,no,no,no,no,no,3,semi-furnished,298762
2,3,1529,2,yes,no,yes,no,yes,yes,1,unfurnished,277267
5,5,2344,3,yes,no,no,no,yes,yes,0,unfurnished,419541
3,5,2011,1,yes,no,yes,no,no,no,2,unfurnished,344232
3,4,1393,1,no,no,yes,no,yes,yes,0,unfurnished,289470
3,4,2025,2,yes,no,yes,no,yes,yes,2,furnished,460011
1,2,825,3,yes,no,no,no,yes,yes,1,furnished,213892
2,2,1251,2,yes,no,no,no,yes,no,2,unfurnished,226587
4,5,1721,2,yes,yes,no,no,yes,no,2,semi-furnished,354378
1,1,809,2,yes,no,yes,no,yes,no,2,semi-furnished,197705
3,3,1492,3,yes,no,no,yes,no,no,1,furnished,364621
2,2,1178,3,yes,yes,no,no,yes,yes,0,furnished,279115
3,5,1672,4,yes,no,no,no,yes,yes,2,furnished,416273
2,3,1491,1,yes,no,no,no,yes,no,0,semi-furnished,272433
3,4,1741,1,yes,no,no,no,yes,yes,1,furnished,389918
4,5,2161,2,yes,no,yes,no,yes,no,2,furnished,443977
2,3,1080,3,yes,no,no,yes,no,no,1,semi-furnished,217667
3,5,1523,1,yes,no,no,yes,no,no,0,semi-furnished,307957
3,3,2059,1,yes,yes,no,no,yes,yes,0,furnished,437191
3,3,1552,3,yes,no,yes,no,no,yes,0,semi-furnished,306239
5,5,2831,1,yes,no,yes,no,yes,no,2,unfurnished,456054
4,5,2051,2,yes,no,no,yes,yes,no,0,semi-furnished,382860
2,3,1300,2,yes,yes,yes,no,yes,no,3,unfurnished,290202
1,1,1114,2,no,yes,yes,no,yes,yes,0,unfurnished,175002
2,1,1554,3,yes,yes,no,no,no,yes,0,furnished,289813
3,4,1677,2,yes,no,no,no,yes,no,2,furnished,363344
1,1,822,2,yes,no,no,yes,yes,no,0,semi-furnished,154802
3,4,1688,2,no,yes,no,no,no,no,2,semi-furnished,334827
3,5,1767,2,yes,no,yes,no,no,yes,2,semi-furnished,347167
2,2,1478,2,no,no,no,no,no,no,0,furnished,261864
4,4,2100,1,no,no,yes,no,yes,yes,2,semi-furnished,434453
2,3,1423,1,yes,no,no,yes,yes,no,1,furnished,266816
1,2,1227,1,no,yes,no,no,yes,yes,0,unfurnished,240778
4,5,2176,1,yes,no,yes,no,yes,yes,0,furnished,447989
3,5,1762,2,no,yes,yes,yes,no,no,3,unfurnished,361427
3,2,1396,3,yes,no,no,no,no,yes,0,furnished,301338
3,4,1173,3,yes,no,yes,no,no,yes,2,furnished,298825
2,3,1377,3,yes,no,yes,no,yes,yes,2,furnished,319238
4,5,2081,2,yes,no,no,no,no,no,0,unfurnished,380618
4,4,1997,2,yes,no,no,no,no,yes,1,furnished,427248
3,4,1748,2,yes,no,yes,no,yes,yes,2,semi-furnished,388567
2,3,1287,1,yes,no,no,no,yes,no,2,unfurnished,267154
3,3,1925,1,yes,yes,no,no,no,yes,1,semi-furnished,336489
3,3,1717,2,yes,no,yes,yes,yes,yes,2,furnished,365920
1,2,750,4,yes,no,no,no,no,yes,0,unfurnished,139904
5,5,2698,1,yes,no,yes,no,yes,no,3,unfurnished,467776
2,2,1256,1,yes,no,no,no,no,yes,2,semi-furnished,270640
5,5,2605,3,yes,no,no,no,no,no,2,semi-furnished,496937
3,4,1604,1,yes,no,no,no,yes,yes,2,unfurnished,303579
2,3,1170,3,yes,no,no,yes,no,no,2,unfurnished,232177
3,4,1716,3,no,no,yes,no,yes,no,2,semi-furnished,369252
4,4,2102,3,yes,yes,yes,no,yes,yes,2,unfurnished,457400
4,5,2195,2,no,no,no,no,yes,yes,1,furnished,463347
4,5,2046,2,yes,no,no,yes,yes,no,2,furnished,387862
3,4,1332,2,yes,no,yes,yes,no,yes,1,furnished,341561
3,5,1613,2,yes,no,no,no,no,no,1,furnished,367788
4,3,2258,2,no,no,yes,no,yes,yes,1,semi-furnished,426550
2,3,1240,1,yes,no,yes,no,yes,no,0,semi-furnished,261070
3,2,1650,2,yes,no,no,no,yes,yes,1,furnished,356741
2,3,1497,2,yes,yes,yes,no,yes,no,2,semi-furnished,278379
6,6,2757,3,yes,no,no,no,no,yes,1,furnished,573191
5,5,2191,3,no,no,yes,no,yes,yes,2,unfurnished,428496
1,1,867,2,yes,yes,yes,no,yes,yes,0,unfurnished,208348
4,5,2003,1,yes,no,no,no,yes,yes,1,furnished,422096
5,5,2306,3,yes,no,no,no,yes,yes,0,unfurnished,445838
2,3,1264,2,yes,no,no,no,no,yes,0,furnished,282855
3,3,1798,3,yes,yes,no,no,yes,no,2,semi-furnished,381121
5,4,2498,3,yes,yes,yes,no,yes,yes,2,unfurnished,480926
1,2,961,1,no,no,no,no,no,no,1,furnished,144672
3,3,2062,3,yes,yes,no,yes,no,yes,1,semi-furnished,403999
2,2,1231,1,no,no,no,no,no,yes,2,furnished,300039
5,6,2555,2,yes,yes,yes,no,no,yes,0,furnished,571537
5,5,2398,2,yes,no,yes,no,no,no,0,semi-furnished,440744
5,4,2330,1,yes,yes,no,no,yes,no,2,unfurnished,402961
3,3,1583,3,yes,yes,no,yes,yes,yes,0,semi-furnished,311648
4,6,2004,1,yes,no,no,yes,yes,no,3,unfurnished,426546
4,5,2171,1,yes,yes,no,no,no,yes,2,unfurnished,401973
2,3,1769,2,yes,no,yes,no,yes,yes,1,furnished,358519
4,5,1956,3,yes,no,no,no,yes,yes,1,semi-furnished,400787
1,1,816,3,yes,no,no,no,yes,yes,2,semi-furnished,178377
3,3,1687,3,yes,no,no,no,no,yes,0,semi-furnished,358365
2,3,1379,2,yes,yes,yes,no,yes,no,3,furnished,301112
2,2,1352,2,yes,yes,yes,no,yes,yes,2,unfurnished,301852
1,1,1156,1,yes,no,yes,no,yes,no,0,unfurnished,196161
3,3,1214,1,yes,no,no,no,no,yes,2,semi-furnished,291554
2,2,822,2,no,no,yes,yes,yes,yes,0,semi-furnished,230774
4,6,2000,2,no,no,yes,no,yes,no,0,furnished,432945
1,1,1119,2,yes,no,no,no,yes,no,2,semi-furnished,195592
2,3,986,3,yes,yes,yes,no,yes,no,2,unfurnished,233643
3,3,1098,2,yes,no,yes,yes,yes,yes,2,unfurnished,263864
4,6,2214,1,yes,no,yes,yes,yes,no,0,furnished,436842
2,2,1348,1,yes,no,yes,no,yes,no,2,semi-furnished,293297
3,3,1481,3,yes,no,no,no,no,yes,0,semi-furnished,305971
4,5,1902,3,yes,no,no,no,yes,yes,2,furnished,417464
3,4,1506,3,yes,yes,no,no,yes,yes,2,furnished,327477
2,2,1322,1,yes,no,no,yes,no,yes,2,semi-furnished,213470
1,1,774,4,yes,no,no,no,no,yes,2,semi-furnished,194833
4,4,2198,1,yes,no,no,yes,yes,no,2,furnished,434694
1,1,500,1,yes,yes,yes,no,yes,yes,3,furnished,166851
4,4,1928,4,yes,yes,yes,no,no,no,3,furnished,456377
3,3,1474,1,yes,no,no,no,no,no,2,furnished,301191
5,5,2448,2,yes,no,yes,no,yes,yes,3,semi-furnished,510478
4,4,1992,1,yes,no,yes,no,yes,yes,2,furnished,448151
6,6,3059,2,yes,no,no,no,yes,yes,2,furnished,636659
3,5,1328,3,yes,no,no,no,yes,no,0,unfurnished,242904
4,5,2109,2,yes,no,yes,no,yes,no,0,furnished,432197
3,2,1811,2,yes,no,yes,no,yes,yes,2,semi-furnished,369386
3,2,2071,1,no,no,yes,no,yes,no,1,unfurnished,322879
3,5,1603,2,yes,yes,no,no,yes,yes,2,semi-furnished,376235
4,4,2164,2,yes,yes,yes,no,yes,no,1,unfurnished,448608
6,5,2539,1,yes,no,no,no,yes,yes,1,semi-furnished,511541
4,5,1621,2,yes,no,no,no,yes,yes,2,furnished,426054
3,4,1868,1,yes,yes,no,no,yes,yes,3,semi-furnished,391532
3,4,1698,3,no,yes,yes,no,no,yes,0,semi-furnished,336612
4,4,2335,2,yes,no,yes,no,yes,yes,2,furnished,503333
2,1,1025,1,no,yes,no,no,no,no,2,semi-furnished,233466
2,4,1403,2,no,no,no,no,yes,yes,1,unfurnished,254888
3,3,2073,2,yes,no,yes,no,yes,no,1,furnished,392937
2,3,1383,3,no,yes,no,no,yes,yes,0,semi-furnished,253424
2,3,1355,4,yes,no,yes,no,no,no,0,semi-furnished,267179
2,3,1301,2,yes,yes,yes,no,yes,no,1,unfurnished,240050
1,1,585,3,yes,no,no,no,yes,no,0,unfurnished,156680
1,1,1171,2,yes,yes,yes,no,yes,yes,0,unfurnished,227847
6,6,2777,1,yes,yes,no,no,no,yes,2,furnished,616560
3,4,1800,2,yes,yes,no,no,no,no,2,furnished,374676
3,5,1387,2,yes,yes,no,no,yes,yes,2,furnished,333052
3,3,1464,2,yes,yes,no,no,yes,yes,0,semi-furnished,281126
2,2,1587,3,yes,no,no,no,yes,yes,2,unfurnished,273280
5,6,2430,2,no,no,yes,no,yes,no,2,unfurnished,458550
4,5,2390,3,yes,no,no,no,yes,no,2,semi-furnished,458537
1,2,884,3,yes,no,no,yes,no,no,3,semi-furnished,201147
3,3,1331,2,yes,no,yes,no,no,yes,2,semi-furnished,270232
4,5,2278,2,yes,no,yes,no,yes,yes,2,furnished,500655
5,6,2382,2,yes,no,yes,no,yes,no,2,semi-furnished,458110
3,4,1839,4,yes,no,no,no,yes,yes,0,semi-furnished,373093
3,3,1705,2,yes,no,no,no,yes,yes,1,unfurnished,328181
2,1,991,1,yes,no,no,yes,yes,yes,0,furnished,200714
6,6,2932,2,no,no,no,no,yes,yes,0,unfurnished,539200
2,2,1739,2,yes,no,no,yes,yes,yes,0,semi-furnished,359340
5,5,2598,1,yes,no,no,no,yes,yes,2,furnished,559220
3,5,1688,1,yes,no,no,no,no,yes,1,furnished,367687
3,3,1915,2,yes,no,no,no,yes,yes,3,furnished,400539
3,4,1742,2,yes,no,no,no,yes,no,2,semi-furnished,332910
2,2,1341,2,yes,no,no,no,yes,yes,1,furnished,274493
2,3,1081,1,yes,no,no,no,yes,yes,1,semi-furnished,239953
2,4,1346,1,yes,yes,no,no,no,no,1,unfurnished,228750
2,2,1507,2,yes,yes,no,no,no,no,3,semi-furnished,245538
4,3,1932,2,yes,no,no,no,yes,yes,2,unfurnished,370232
3,3,1984,1,yes,no,no,no,no,no,0,furnished,370816
1,1,881,2,yes,yes,no,yes,yes,yes,3,semi-furnished,193032
5,6,2322,2,yes,no,no,yes,no,yes,2,furnished,491432
4,6,2299,1,yes,no,no,yes,yes,yes,0,unfurnished,427674
5,5,2442,1,yes,no,yes,no,yes,yes,2,furnished,514992
6,6,3051,1,yes,yes,yes,no,yes,no,2,semi-furnished,579047
2,2,1241,3,yes,yes,no,no,no,yes,1,semi-furnished,295615
3,4,1688,3,yes,no,no,no,yes,yes,2,semi-furnished,364311
4,3,2198,3,yes,no,no,no,no,no,0,unfurnished,345377
3,4,1758,3,no,no,yes,no,yes,yes,1,furnished,365456
2,3,900,2,yes,no,yes,no,no,no,0,furnished,226136
4,5,1875,2,yes,no,yes,no,yes,no,3,unfurnished,349493
2,2,1485,2,no,yes,yes,no,no,yes,2,semi-furnished,253125
2,3,1273,1,yes,no,no,no,yes,no,0,semi-furnished,248745
3,2,1595,2,yes,no,yes,yes,yes,yes,1,furnished,365678
3,3,1428,3,yes,no,no,no,no,yes,0,unfurnished,289371
3,4,1484,2,yes,no,no,no,no,yes,2,unfurnished,305340
1,2,500,2,yes,no,no,no,yes,no,0,semi-furnished,120493
4,3,2079,1,yes,no,no,no,yes,no,2,unfurnished,350236
2,2,1180,2,yes,no,no,no,yes,yes,3,semi-furnished,265052
2,2,1106,2,yes,no,yes,yes,yes,yes,2,furnished,310875
4,4,2086,3,yes,no,no,no,yes,yes,1,furnished,441143
5,5,2572,2,yes,yes,no,yes,yes,no,1,semi-furnished,467457
4,3,2518,3,yes,no,yes,no,yes,no,1,semi-furnished,432115
4,4,1797,2,yes,yes,yes,no,no,no,2,unfurnished,340305
3,4,1931,3,yes,yes,yes,yes,no,no,2,semi-furnished,389107
3,4,1894,2,yes,no,yes,no,yes,yes,2,unfurnished,323487
1,2,744,2,yes,yes,no,no,yes,yes,1,semi-furnished,190727
3,2,1740,2,yes,yes,no,no,yes,yes,2,semi-furnished,357068
3,5,1608,3,no,no,yes,no,yes,no,0,furnished,320492
2,3,1337,4,yes,no,no,no,yes,yes,1,semi-furnished,263328
4,5,2401,1,yes,no,no,no,yes,yes,2,unfurnished,434713
3,4,1821,1,yes,yes,yes,no,yes,no,0,furnished,382978
1,3,1001,3,yes,yes,no,no,yes,no,2,unfurnished,217512
2,3,1213,2,yes,yes,no,yes,no,yes,2,unfurnished,252737
3,3,1403,2,yes,no,no,yes,no,no,2,semi-furnished,309173
1,2,858,2,no,yes,no,no,yes,no,0,furnished,174080
4,5,2341,1,yes,no,no,no,yes,yes,0,furnished,458647
3,4,1394,3,yes,no,yes,no,no,yes,1,furnished,325203
3,4,1488,3,yes,yes,no,no,yes,yes,1,furnished,375303
3,2,1725,2,yes,no,no,yes,no,yes,3,semi-furnished,337642
4,4,1903,2,yes,no,yes,no,no,no,2,furnished,429388
2,4,1141,3,no,no,no,no,no,yes,1,unfurnished,246182
3,4,1615,1,no,yes,no,yes,yes,yes,3,furnished,329673
3,4,1426,3,yes,no,yes,no,yes,yes,2,furnished,339586
2,2,1105,1,yes,no,no,no,no,yes,1,semi-furnished,203867
4,4,2240,2,no,no,yes,yes,yes,yes,1,unfurnished,394478
4,5,1838,3,yes,yes,no,no,yes,no,0,semi-furnished,368080
3,4,1380,2,yes,no,yes,no,yes,yes,3,semi-furnished,345062
4,5,1973,2,yes,no,no,no,yes,no,2,unfurnished,395729
4,4,2246,2,yes,no,yes,no,no,no,2,unfurnished,397662
4,5,2060,2,yes,no,yes,no,yes,yes,1,unfurnished,399174
4,4,2007,1,no,yes,yes,no,no,no,2,furnished,408907
3,4,1708,4,yes,yes,no,no,no,no,0,unfurnished,321743
3,3,1350,3,yes,no,no,yes,yes,yes,3,furnished,342150
3,3,1798,2,yes,yes,no,no,yes,yes,3,unfurnished,363889
4,5,2176,2,no,no,no,yes,no,no,1,furnished,451956
2,4,1218,1,yes,yes,no,no,yes,no,2,unfurnished,200117
4,3,2301,1,yes,no,yes,no,no,yes,2,unfurnished,409069
4,5,1874,2,yes,no,no,no,no,yes,3,furnished,458794
1,1,1125,3,yes,no,yes,yes,yes,yes,1,unfurnished,214237
4,4,2130,2,yes,no,no,no,no,yes,1,furnished,468524
2,1,1232,3,yes,no,no,no,yes,yes,2,furnished,270836
2,2,1296,1,yes,no,no,yes,yes,yes,2,semi-furnished,265494
4,5,2078,2,no,yes,yes,no,no,yes,1,unfurnished,376622
2,1,1544,1,yes,no,no,yes,no,yes,2,semi-furnished,257609
4,4,1884,2,yes,no,yes,no,yes,yes,0,semi-furnished,403093
4,6,1947,1,yes,yes,yes,yes,yes,yes,2,semi-furnished,447758
3,3,1907,4,yes,no,yes,no,yes,yes,1,unfurnished,365368
1,2,780,1,yes,yes,no,yes,yes,yes,1,unfurnished,151049
2,2,1480,3,yes,no,no,no,yes,no,1,furnished,298266
3,4,2039,2,yes,yes,yes,no,yes,no,1,furnished,452576
6,6,2819,4,yes,no,yes,no,yes,yes,2,furnished,665379
3,3,1836,2,yes,yes,no,no,no,yes,2,semi-furnished,353101
2,2,1069,3,yes,no,no,yes,yes,yes,1,furnished,228174
3,2,1850,1,yes,no,yes,no,yes,yes,0,furnished,396307
3,3,1739,3,yes,no,yes,yes,no,yes,2,unfurnished,337160
4,5,2194,3,yes,no,no,no,no,yes,1,furnished,488382
2,3,1170,1,no,no,no,yes,no,no,2,semi-furnished,228641
4,5,1767,1,no,yes,no,no,yes,yes,2,furnished,390627
3,4,1800,2,yes,no,no,no,yes,yes,3,furnished,401364
5,5,2087,3,yes,yes,yes,no,yes,no,2,furnished,515422
2,2,1236,2,yes,yes,yes,no,yes,no,0,semi-furnished,248302
3,3,1888,2,yes,no,yes,no,yes,yes,2,unfurnished,336863
5,5,2538,1,yes,yes,yes,no,yes,yes,3,furnished,531221
2,3,1689,1,yes,no,no,no,yes,yes,1,furnished,325738
5,6,2705,3,yes,no,no,no,yes,yes,3,unfurnished,499397
3,3,1569,1,yes,no,no,no,yes,yes,2,unfurnished,318679
1,1,905,2,yes,no,yes,no,yes,yes,1,unfurnished,166183
2,3,1290,3,yes,no,no,no,yes,yes,1,unfurnished,289875
4,5,1783,1,yes,no,no,no,yes,no,2,unfurnished,317216
1,1,711,2,yes,no,yes,no,yes,no,1,semi-furnished,204465
3,5,1587,1,yes,yes,no,no,yes,yes,0,unfurnished,352950
2,4,892,2,yes,no,yes,no,yes,yes,0,semi-furnished,234915
3,3,1709,1,yes,no,yes,no,yes,yes,1,furnished,342038
1,1,850,3,no,no,no,no,yes,yes,1,furnished,188641
4,5,1765,2,yes,no,no,no,no,yes,2,furnished,402583
5,6,2580,2,yes,no,yes,no,yes,no,1,furnished,520304
5,6,2643,2,yes,yes,yes,no,yes,no,3,furnished,581004
4,4,2145,1,yes,yes,no,no,no,no,1,furnished,417537
2,2,1235,3,yes,yes,no,yes,yes,no,1,unfurnished,225901
4,5,2218,2,yes,yes,no,yes,yes,no,0,unfurnished,398086
1,2,1036,2,no,yes,yes,yes,yes,no,1,semi-furnished,196737
1,1,961,1,yes,no,yes,no,no,no,0,unfurnished,206883
2,3,1135,2,yes,no,yes,no,yes,yes,2,furnished,279315
3,4,1755,1,yes,no,yes,no,yes,yes,2,unfurnished,353417
4,5,2339,2,yes,yes,yes,no,yes,yes,0,semi-furnished,465624
3,4,1580,1,yes,no,yes,no,yes,no,1,furnished,356195
3,4,2119,3,yes,no,no,no,yes,yes,0,furnished,441303
2,2,1194,1,yes,no,yes,no,no,yes,2,furnished,295099
6,6,2906,3,no,no,no,no,yes,yes,2,furnished,616806
3,3,1565,3,yes,no,yes,yes,yes,no,0,furnished,351567
