Neighborhood,Bedrooms,Bathrooms,Square_Feet,Year_Built,Age,Property_Type,Garage_Spaces,Has_Pool,Has_Fireplace,Has_AC,Lot_Size,Distance_to_School,Distance_to_Shopping,Distance_to_Highway,Price
University,2,2,1260,2008.0,16,Single Family,1,0,1,1,7428.0,2.8,1.1,0.1,220687
University,1,1,777,2017.0,7,Single Family,0,1,0,0,6798.0,1.0,0.1,1.2,146330
Downtown,3,3,1728,1958.0,66,Condo,1,0,0,0,6145.0,1.7,0.0,1.0,312790
Riverside,2,3,1302,1971.0,53,Single Family,2,0,0,1,6045.0,2.5,2.1,4.2,217422
Hillside,3,3,1969,1976.0,48,Single Family,1,0,0,1,4338.0,1.3,1.6,0.5,340686
Downtown,2,3,1278,1959.0,65,Single Family,0,0,0,1,10896.0,0.1,1.6,8.5,270548
Suburban,5,5,2774,2010.0,14,Single Family,0,1,0,1,9304.0,1.0,3.1,0.6,547836
Suburban,3,4,1636,2000.0,24,Condo,1,0,1,1,8279.0,0.2,0.9,1.4,312107
Downtown,4,4,2285,1959.0,65,Single Family,0,0,1,0,6137.0,1.9,10.8,0.7,439825
University,2,3,1345,1955.0,69,Single Family,0,1,0,1,11268.0,1.7,5.8,1.0,216976
Suburban,4,5,2445,2011.0,13,Condo,2,0,0,1,3738.0,7.4,0.0,4.3,401174
Industrial,5,6,2204,1954.0,70,Single Family,0,0,0,1,7607.0,1.5,4.5,1.9,262417
Industrial,3,3,1467,2019.0,5,Single Family,0,0,0,1,10946.0,2.4,2.3,0.5,249411
Downtown,3,2,2066,2012.0,12,Townhouse,2,0,0,1,2022.0,0.5,1.4,0.1,423217
Hillside,4,3,1953,2005.0,19,Single Family,2,0,1,1,8528.0,0.6,1.7,0.8,387825
Hillside,2,3,1166,2008.0,16,Single Family,1,1,0,1,6019.0,3.7,3.7,8.7,272428
Downtown,3,4,1524,2012.0,12,Townhouse,0,0,0,1,8363.0,2.1,6.0,5.6,326580
Hillside,3,4,1929,2008.0,16,Condo,2,0,0,0,6876.0,1.6,1.6,1.7,390520
University,2,2,1049,2000.0,24,Townhouse,1,0,1,1,9781.0,0.4,0.4,2.0,178172
University,3,3,1704,1999.0,25,Duplex,0,0,1,0,11697.0,1.8,2.0,6.9,270364
Hillside,1,1,846,1953.0,71,Townhouse,0,0,1,0,15539.0,3.3,0.2,2.7,119410
Industrial,1,3,1107,,27,Townhouse,0,0,0,0,7659.0,0.4,2.0,6.4,120435
Hillside,2,3,1187,,43,Condo,2,1,0,0,10213.0,1.8,3.3,2.0,250805
University,5,6,2583,2000.0,24,Single Family,2,0,0,1,9026.0,0.8,0.9,0.7,414470
Uptown,3,3,1465,2001.0,23,Single Family,2,0,0,1,9248.0,0.2,0.1,3.9,323005
Riverside,5,6,2954,2023.0,1,Townhouse,2,0,1,0,12427.0,2.2,2.4,2.2,605790
Suburban,3,4,1652,1983.0,41,Single Family,1,0,0,0,5947.0,0.3,0.8,3.3,272721
Uptown,2,2,1301,1985.0,39,Single Family,2,0,0,1,6925.0,0.4,0.6,0.5,243392
Hillside,3,4,2030,2019.0,5,Single Family,1,0,0,0,7473.0,2.3,2.3,3.1,397763
Industrial,3,5,1582,1992.0,32,Single Family,1,0,0,1,5045.0,2.0,7.0,1.4,211567
Downtown,2,3,1633,1965.0,59,Single Family,2,1,0,0,7995.0,0.4,2.7,1.2,292823
Hillside,3,4,1617,2008.0,16,Condo,2,0,0,0,9973.0,4.2,1.4,3.3,352207
Industrial,2,2,1434,2002.0,22,Condo,1,0,0,1,10485.0,0.4,1.8,2.7,186517
Riverside,3,3,1585,1968.0,56,Townhouse,2,0,0,1,7448.0,7.6,0.3,3.1,201205
Hillside,3,5,1428,1990.0,34,Condo,1,0,1,1,11426.0,2.0,3.4,10.1,311454
University,2,1,1382,1996.0,28,Single Family,1,0,0,0,,0.7,1.9,3.6,142025
Downtown,1,2,1027,2003.0,21,Single Family,0,0,0,1,14976.0,0.2,6.8,3.1,250464
Industrial,4,5,1836,,20,Single Family,2,0,0,1,9701.0,0.6,7.8,2.9,280263
Industrial,3,4,1638,1968.0,56,Townhouse,2,0,1,0,6708.0,0.3,0.9,1.5,228043
Industrial,1,3,1140,2011.0,13,Single Family,2,0,1,0,9386.0,1.5,8.9,5.5,180240
Riverside,6,6,3020,2008.0,16,Single Family,0,0,0,0,7541.0,0.7,6.3,1.4,585334
Hillside,1,1,820,2014.0,10,Townhouse,0,0,0,1,2000.0,0.5,2.0,3.6,115357
Riverside,3,2,1580,2017.0,7,Single Family,2,1,1,0,8140.0,2.1,0.8,1.0,375197
Suburban,6,6,3289,1977.0,47,Duplex,1,0,1,1,10734.0,0.4,2.8,0.5,525625
Suburban,2,2,1010,1967.0,57,Townhouse,1,0,0,0,10891.0,1.3,0.6,0.4,185154
Hillside,2,2,1288,1975.0,49,Single Family,3,0,0,0,8755.0,0.3,2.0,3.0,245337
University,2,3,1007,,56,Single Family,2,1,0,0,10873.0,1.9,0.0,1.2,183860
Riverside,2,4,1562,2004.0,20,Townhouse,1,0,1,1,9306.0,1.5,2.0,1.0,296299
Downtown,2,2,1298,2006.0,18,Single Family,0,0,0,0,8667.0,2.4,6.1,2.7,297169
Industrial,3,3,1735,1955.0,69,Single Family,0,0,0,1,5933.0,0.1,0.5,0.1,172669
Industrial,1,3,1453,1950.0,74,Single Family,2,0,0,1,6958.0,0.4,3.0,0.8,142935
Hillside,3,2,1581,1957.0,67,Condo,2,0,0,1,7230.0,0.3,0.7,1.2,268066
University,6,5,3249,2000.0,24,Single Family,2,0,1,1,8856.0,0.3,2.5,3.7,463317
Suburban,4,4,2021,1974.0,50,Condo,1,0,1,1,10409.0,0.2,2.4,2.4,349877
Suburban,3,4,1653,1996.0,28,Condo,0,0,0,1,6156.0,1.2,0.4,5.8,250886
Industrial,2,2,1827,2004.0,20,Single Family,3,0,1,1,3824.0,1.4,1.8,1.2,253796
Hillside,3,5,1667,2013.0,11,Townhouse,3,0,0,0,12319.0,2.8,3.9,1.1,440065
Riverside,3,3,1425,1959.0,65,Single Family,2,0,1,0,5094.0,0.8,1.0,0.1,221177
Suburban,3,4,1756,2005.0,19,Single Family,0,0,1,1,9470.0,1.1,2.5,9.1,303742
Riverside,2,2,1265,,63,Townhouse,2,1,1,1,8759.0,7.1,2.2,2.1,224652
University,4,4,2173,1982.0,42,Townhouse,2,0,1,1,6966.0,1.1,0.6,2.1,283818
Suburban,3,4,1673,2020.0,4,Single Family,2,0,0,0,,1.3,5.0,7.7,344158
Suburban,2,3,1743,1966.0,58,Condo,2,0,1,1,4377.0,8.3,1.7,1.0,214573
Uptown,3,4,1811,,14,Townhouse,0,0,0,1,12892.0,7.7,0.9,1.2,385653
Suburban,3,4,1485,1959.0,65,Condo,0,0,0,1,15904.0,0.8,0.4,3.2,282108
Downtown,4,6,2124,1980.0,44,Single Family,0,0,0,1,11692.0,1.5,1.3,4.6,487027
Hillside,4,5,1940,2009.0,15,Condo,3,1,0,1,,1.0,2.6,3.6,440738
Hillside,4,5,2050,2019.0,5,Single Family,2,0,1,0,2000.0,1.9,2.0,4.7,426908
Riverside,1,1,717,1966.0,58,Single Family,2,0,0,1,9432.0,4.2,2.6,2.6,101716
University,3,2,2121,1999.0,25,Townhouse,0,1,1,1,4119.0,0.6,3.1,6.0,277831
Suburban,3,3,1561,1986.0,38,Townhouse,3,1,1,1,6760.0,2.6,1.2,2.4,317188
Downtown,1,2,1037,2011.0,13,Single Family,2,0,1,1,12568.0,1.6,1.5,0.8,276548
Riverside,2,2,1235,2021.0,3,Single Family,1,0,0,1,12871.0,0.5,8.6,2.3,260478
Uptown,4,4,1868,1978.0,46,Single Family,2,0,0,0,13194.0,2.4,6.9,3.7,395270
Riverside,2,3,1339,1981.0,43,Townhouse,1,0,0,0,8295.0,0.8,1.1,3.2,206017
Riverside,3,4,1780,1960.0,64,Single Family,1,0,0,1,10689.0,0.2,2.3,0.8,317799
Suburban,2,4,1411,1955.0,69,Single Family,1,0,1,1,2025.0,7.5,0.6,0.1,185420
Uptown,1,1,500,1984.0,40,Single Family,3,1,1,0,3502.0,0.8,0.3,0.9,157779
Riverside,2,3,1053,1982.0,42,Duplex,3,0,0,1,7135.0,1.2,2.9,12.4,206467
Downtown,5,5,2691,1967.0,57,Townhouse,1,0,1,1,10523.0,2.5,1.1,0.6,598126
Downtown,4,4,1915,1986.0,38,Townhouse,2,0,0,0,6720.0,4.9,0.4,1.9,395592
Hillside,5,5,2540,1962.0,62,Condo,2,0,0,0,10407.0,3.1,2.8,3.1,481295
Uptown,3,3,1448,2023.0,1,Single Family,2,0,0,0,4539.0,1.1,4.9,6.3,305957
Uptown,2,2,1446,2013.0,11,Single Family,1,0,0,1,8306.0,1.2,5.4,4.3,316585
Hillside,3,4,1886,1950.0,74,Single Family,2,0,1,1,9649.0,0.5,1.8,7.2,335399
Riverside,3,3,1846,2012.0,12,Townhouse,2,0,1,1,10272.0,0.9,1.3,2.8,401528
Uptown,4,5,2306,1983.0,41,Single Family,0,0,1,1,,4.4,0.3,6.0,441728
Downtown,1,2,1212,1959.0,65,Single Family,1,0,0,1,8085.0,1.9,3.1,0.9,182020
Downtown,3,3,1465,1956.0,68,Single Family,2,0,0,1,3377.0,0.0,5.8,1.7,258713
Suburban,2,2,1142,2005.0,19,Single Family,1,0,0,1,7684.0,0.2,4.4,5.6,190908
Uptown,2,2,1479,1986.0,38,Single Family,3,0,1,1,11245.0,3.9,2.8,1.2,331249
Riverside,4,5,2326,1978.0,46,Duplex,0,0,0,0,7211.0,2.8,0.0,6.1,364304
Hillside,3,3,1565,1961.0,63,Townhouse,3,0,0,1,5756.0,1.0,1.0,1.4,238976
Hillside,3,3,1551,1966.0,58,Condo,1,0,1,1,10344.0,1.4,1.1,1.4,304921
Riverside,3,3,1569,1997.0,27,Duplex,0,0,1,0,14855.0,0.5,4.5,1.1,325704
University,3,4,1378,1975.0,49,Single Family,1,0,1,1,14519.0,2.4,0.1,2.4,222914
Industrial,4,6,1845,1961.0,63,Single Family,2,1,1,1,8784.0,1.4,1.5,0.4,278346
Suburban,4,4,1850,1970.0,54,Townhouse,2,0,0,1,10311.0,1.8,0.3,0.1,325842
Hillside,5,6,2441,1991.0,33,Condo,1,0,0,1,12915.0,0.7,2.2,6.8,537402
Uptown,4,5,2154,2010.0,14,Single Family,0,0,0,0,8723.0,0.8,3.1,7.9,411907
Suburban,2,4,1386,2007.0,17,Duplex,2,0,0,1,9383.0,0.3,2.1,0.2,271550
Uptown,3,4,1598,2003.0,21,Single Family,1,0,0,1,7031.0,4.4,3.2,2.4,362289
University,3,4,1603,1983.0,41,Single Family,2,1,0,1,15103.0,4.4,1.9,2.3,322117
Downtown,2,3,1324,1956.0,68,Townhouse,0,1,1,1,10156.0,2.6,0.4,1.4,295705
Suburban,4,5,1800,1984.0,40,Single Family,2,0,0,1,7198.0,4.1,1.0,2.5,298379
Hillside,1,1,1091,1964.0,60,Single Family,2,1,0,0,6273.0,1.6,6.3,1.8,159599
Suburban,5,5,2757,2014.0,10,Single Family,3,0,1,1,2428.0,0.4,0.7,2.0,451702
Suburban,3,2,1574,1974.0,50,Single Family,2,0,0,1,3258.0,2.1,0.1,4.2,211432
Suburban,3,4,1620,2008.0,16,Townhouse,1,0,1,1,5821.0,0.6,1.0,2.2,298117
Industrial,3,4,1948,1955.0,69,Condo,0,0,1,1,10784.0,0.9,0.9,1.2,250744
Suburban,4,4,2075,2001.0,23,Condo,2,0,1,1,8978.0,0.5,1.3,2.6,396360
Uptown,3,4,1817,1970.0,54,Townhouse,2,0,0,1,4235.0,0.8,1.6,3.1,321608
Downtown,3,3,1681,2020.0,4,Single Family,2,0,1,0,5220.0,1.7,9.8,3.3,372469
University,1,1,1211,1981.0,43,Single Family,2,0,0,1,8844.0,0.2,2.8,2.9,174551
Riverside,3,5,1798,2002.0,22,Single Family,2,0,1,1,13020.0,0.2,0.1,3.3,392759
Suburban,2,2,1409,2008.0,16,Single Family,1,0,0,0,4694.0,1.7,2.5,1.1,230240
Hillside,4,3,2213,2018.0,6,Single Family,1,0,0,0,9376.0,2.3,3.5,1.8,406186
Suburban,3,4,1588,2011.0,13,Condo,1,0,1,1,6663.0,1.2,4.5,3.3,299255
Hillside,3,4,1607,1953.0,71,Condo,0,0,0,1,6750.0,0.3,1.1,4.2,308172
Uptown,1,1,1053,1967.0,57,Single Family,2,1,1,0,4479.0,0.8,0.8,1.7,165027
Hillside,1,2,925,2005.0,19,Townhouse,1,0,0,0,9879.0,2.1,3.7,1.4,217600
Riverside,4,5,1864,1973.0,51,Single Family,1,1,1,0,,1.7,3.0,3.8,376605
Downtown,1,1,1274,,9,Townhouse,0,0,1,0,6945.0,0.2,1.5,0.8,285629
Hillside,1,1,1095,1962.0,62,Townhouse,0,0,0,1,10952.0,5.2,0.3,0.0,172191
Hillside,1,2,907,,13,Single Family,0,1,0,1,11109.0,0.4,2.1,1.9,224269
Downtown,5,5,2445,,21,Single Family,2,0,1,1,5810.0,0.4,0.1,0.6,543252
Riverside,4,6,2139,1964.0,60,Condo,1,0,1,1,8890.0,0.9,0.2,1.4,408712
Suburban,3,4,1803,2018.0,6,Townhouse,2,0,0,1,10718.0,0.6,0.8,1.0,349069
Hillside,2,4,893,1952.0,72,Condo,2,0,1,1,7449.0,6.2,0.9,4.5,128208
Downtown,2,2,1722,1986.0,38,Condo,3,0,0,1,10011.0,0.1,1.2,1.2,356980
Uptown,4,6,1942,1986.0,38,Duplex,0,0,0,1,7044.0,0.5,0.8,3.1,384458
Downtown,3,3,1699,1952.0,72,Single Family,1,1,0,1,6961.0,0.7,0.1,3.4,384576
Uptown,2,2,1306,2012.0,12,Single Family,1,0,1,1,5203.0,1.0,0.3,1.8,292943
Riverside,2,1,1699,1984.0,40,Single Family,1,0,1,1,13135.0,0.0,0.2,0.3,293734
Suburban,1,1,882,2001.0,23,Single Family,3,1,0,0,6546.0,0.1,1.1,3.6,182340
Downtown,3,4,2017,1977.0,47,Single Family,2,0,0,0,5596.0,0.4,0.5,0.2,377326
University,4,4,2181,1967.0,57,Townhouse,2,0,1,1,4863.0,1.2,0.7,0.3,267934
University,2,2,1107,1985.0,39,Single Family,1,0,0,1,8253.0,2.2,1.3,0.7,148250
Industrial,1,2,926,1982.0,42,Single Family,2,0,1,1,4949.0,1.7,0.5,1.0,107997
Hillside,1,1,876,2013.0,11,Condo,0,0,0,1,5862.0,1.3,0.6,5.6,171279
Riverside,5,6,2283,1975.0,49,Single Family,2,0,0,0,10396.0,0.8,3.6,3.4,455519
Downtown,2,2,1371,1997.0,27,Single Family,2,0,0,1,9346.0,3.1,1.6,1.5,297815
University,4,5,2104,1989.0,35,Townhouse,1,1,1,1,3964.0,0.9,3.9,11.5,333663
Hillside,3,4,1811,1966.0,58,Townhouse,1,0,1,0,10174.0,0.5,1.4,0.8,307939
University,3,3,1738,1989.0,35,Single Family,2,0,0,1,,1.5,4.8,2.8,280679
Downtown,2,2,1169,1956.0,68,Single Family,0,0,0,1,11411.0,1.8,0.6,5.6,191068
Uptown,2,2,1453,2006.0,18,Townhouse,0,0,0,1,12253.0,0.8,1.9,4.9,301491
Downtown,3,4,1575,1957.0,67,Single Family,1,0,1,1,3173.0,0.0,1.4,0.3,285425
Industrial,4,4,1480,2005.0,19,Single Family,1,0,1,1,10293.0,0.1,5.0,3.6,213239
Downtown,3,3,1725,1980.0,44,Townhouse,2,0,1,1,12904.0,2.8,1.1,0.9,410528
Downtown,3,2,1589,2008.0,16,Single Family,2,1,1,1,8628.0,0.1,3.9,1.3,449707
Industrial,1,1,976,2007.0,17,Single Family,2,0,1,1,10064.0,1.3,1.7,2.0,111505
Riverside,5,5,2899,1961.0,63,Single Family,1,0,0,1,8674.0,0.3,2.5,4.7,442193
Downtown,4,5,2505,1997.0,27,Duplex,2,0,0,1,10938.0,0.4,4.4,0.5,548348
Industrial,2,2,1266,,44,Duplex,2,0,1,1,9150.0,0.5,11.6,0.3,148536
Hillside,5,5,2334,2012.0,12,Single Family,1,0,0,1,2000.0,0.1,2.6,0.5,472946
Uptown,3,4,1816,2023.0,1,Single Family,1,0,0,1,7636.0,0.3,0.8,0.7,397793
Uptown,3,4,1625,1988.0,36,Single Family,2,1,0,1,7442.0,1.6,0.7,0.2,332649
Downtown,4,4,2178,1969.0,55,Single Family,0,0,0,1,10141.0,1.0,0.7,7.8,473534
Riverside,4,4,1967,1997.0,27,Single Family,1,0,0,1,11530.0,2.4,0.2,1.2,378517
Riverside,3,3,1750,2020.0,4,Townhouse,0,0,0,0,7316.0,0.1,0.1,0.6,354260
Hillside,2,4,1137,2003.0,21,Single Family,0,1,0,1,4325.0,3.3,1.7,3.0,224247
Downtown,2,2,1536,2020.0,4,Single Family,0,0,0,1,8918.0,8.4,3.3,4.6,318401
Uptown,5,6,2382,1978.0,46,Single Family,1,0,0,1,5672.0,0.0,0.1,4.2,484138
Riverside,2,3,1432,2023.0,1,Single Family,2,0,1,1,6181.0,5.1,1.7,3.8,266908
Downtown,3,4,1447,2022.0,2,Single Family,1,0,0,1,15146.0,0.4,0.9,0.2,439952
University,3,2,1856,1997.0,27,Single Family,2,0,1,1,5966.0,1.8,4.5,4.6,252623
Riverside,3,3,1506,2023.0,1,Townhouse,1,0,1,1,3305.0,0.5,0.3,2.1,298160
Industrial,3,3,1752,2005.0,19,Townhouse,3,0,1,0,9810.0,1.1,1.7,3.1,286226
University,5,5,2704,1966.0,58,Single Family,3,0,1,0,10121.0,1.1,7.1,9.4,389912
Riverside,2,3,1260,1958.0,66,Single Family,2,0,0,1,10635.0,0.7,0.8,5.0,229184
Uptown,2,4,1094,1983.0,41,Single Family,3,0,0,0,10519.0,1.9,2.7,5.2,262240
Suburban,2,3,1399,1994.0,30,Single Family,2,0,1,1,8436.0,1.4,4.3,0.6,255293
University,4,5,1931,1958.0,66,Townhouse,2,1,0,1,8468.0,1.1,0.4,1.9,314428
Hillside,3,2,1619,1956.0,68,Single Family,1,0,0,1,10818.0,6.1,9.8,8.9,267058
Hillside,2,2,1353,1965.0,59,Townhouse,1,0,0,1,12825.0,4.2,3.3,2.6,216348
Uptown,4,4,2372,1968.0,56,Townhouse,2,0,1,1,4217.0,4.7,0.3,0.3,425717
Riverside,4,5,2105,1955.0,69,Condo,1,0,0,1,6175.0,3.2,0.7,3.9,335699
Downtown,4,6,2104,1960.0,64,Duplex,2,0,0,1,9883.0,0.4,2.0,0.1,466604
Riverside,5,6,2647,2010.0,14,Single Family,2,0,1,0,8764.0,0.6,4.3,4.1,508683
Uptown,2,1,1310,1991.0,33,Duplex,1,0,1,1,2628.0,0.4,0.4,6.4,191150
Hillside,4,4,2227,1962.0,62,Townhouse,2,0,0,1,6280.0,6.4,2.6,1.7,385005
Riverside,3,4,1915,1961.0,63,Townhouse,0,0,1,0,8908.0,0.2,0.6,1.6,370619
Hillside,4,4,2034,2023.0,1,Single Family,1,0,0,1,8037.0,0.7,3.3,1.1,454889
University,4,5,1444,1969.0,55,Condo,2,1,1,1,6923.0,0.3,2.3,6.3,276265
Downtown,4,5,1936,1999.0,25,Single Family,1,0,0,1,15032.0,0.4,1.5,2.4,508846
University,3,4,1941,1985.0,39,Condo,2,0,0,0,7925.0,0.4,2.1,2.6,277320
Hillside,2,2,1293,2018.0,6,Single Family,2,0,1,1,8693.0,1.5,4.2,3.3,282748
Hillside,3,3,1632,1986.0,38,Townhouse,1,0,0,1,8398.0,0.1,1.0,1.1,315111
Suburban,6,6,3133,1961.0,63,Single Family,2,0,0,1,8635.0,1.3,2.9,1.7,484786
Suburban,5,5,2479,1989.0,35,Single Family,2,0,1,1,8113.0,2.6,0.3,4.1,395497
University,1,1,500,2003.0,21,Single Family,1,0,0,1,2000.0,2.2,2.4,12.7,53700
Industrial,2,3,998,1951.0,73,Single Family,1,0,1,0,5029.0,0.2,2.8,0.1,99153
University,2,3,1383,1999.0,25,Single Family,2,0,0,1,,3.7,1.2,0.1,229946
Suburban,4,3,2086,1990.0,34,Single Family,2,0,0,0,10438.0,2.2,3.2,1.7,362695
Hillside,4,4,2390,1994.0,30,Townhouse,1,0,1,0,7102.0,0.0,1.6,3.2,409760
Uptown,2,2,1153,1958.0,66,Condo,0,0,0,0,5505.0,2.0,5.5,1.5,190842
University,3,3,1638,2011.0,13,Townhouse,2,0,0,1,10832.0,2.0,0.2,23.8,248955
Hillside,4,5,1923,1996.0,28,Single Family,2,0,0,1,12053.0,1.0,0.3,0.7,423204
Uptown,4,3,1995,1954.0,70,Single Family,0,1,1,0,3401.0,0.1,3.7,0.0,322914
Uptown,3,3,1321,1950.0,74,Single Family,2,0,0,1,8290.0,1.3,3.7,0.6,245368
Suburban,3,3,1622,1993.0,31,Condo,1,0,0,0,2000.0,2.2,1.3,6.5,240246
University,3,4,1689,1971.0,53,Condo,2,0,0,1,7065.0,0.5,6.6,0.5,268398
Riverside,2,3,1272,1987.0,37,Single Family,1,0,0,1,13653.0,1.6,2.3,2.0,278259
Downtown,3,3,2129,1968.0,56,Single Family,1,0,0,1,8275.0,0.7,8.1,1.6,385877
Suburban,3,4,2066,1980.0,44,Condo,0,0,1,1,3856.0,1.3,1.5,3.3,267577
Suburban,4,5,1949,2016.0,8,Condo,3,0,1,1,3930.0,0.7,0.5,0.2,358753
Riverside,3,5,1291,1991.0,33,Condo,2,1,0,1,5202.0,0.5,1.2,3.2,313896
Downtown,4,4,2080,1975.0,49,Condo,2,0,0,0,5984.0,2.9,7.9,1.3,398547
Hillside,2,3,1375,1962.0,62,Single Family,2,1,1,0,2321.0,2.1,0.9,7.8,205495
Industrial,3,5,1527,2007.0,17,Single Family,1,0,0,1,8987.0,0.6,6.3,5.7,228159
University,1,3,737,1967.0,57,Single Family,3,0,0,1,9631.0,0.9,3.2,1.5,107569
Industrial,2,3,1616,2016.0,8,Single Family,0,0,1,1,6949.0,1.8,1.2,14.8,198533
Hillside,4,5,2048,1952.0,72,Single Family,2,0,1,0,14137.0,2.5,1.6,0.2,391064
Suburban,6,6,3032,2004.0,20,Single Family,1,0,0,1,,1.7,1.9,4.7,513983
Downtown,1,2,713,2007.0,17,Single Family,1,1,0,0,11608.0,1.2,2.2,1.7,254800
Suburban,3,4,1688,2012.0,12,Single Family,2,1,0,0,3836.0,4.6,0.2,1.7,316107
Uptown,4,5,2032,2001.0,23,Single Family,2,0,0,1,8899.0,2.2,5.4,0.6,399753
Suburban,2,2,1164,1973.0,51,Single Family,2,0,1,1,9350.0,0.2,1.8,2.2,229093
Suburban,3,4,1931,2021.0,3,Single Family,2,0,0,1,5868.0,1.2,5.4,0.3,350444
Hillside,4,5,1822,1958.0,66,Condo,1,0,1,1,,0.8,2.0,2.9,356949
Hillside,3,3,1760,1986.0,38,Condo,3,0,0,1,5837.0,2.4,1.1,0.8,333366
Hillside,2,3,1228,,22,Single Family,1,0,0,0,7064.0,0.1,1.7,3.9,256899
Industrial,3,4,1782,1973.0,51,Single Family,2,1,0,1,7151.0,0.8,3.5,2.8,247999
Uptown,4,5,2031,1970.0,54,Single Family,2,0,1,1,3783.0,0.6,0.8,4.1,371316
Hillside,3,3,1873,1989.0,35,Townhouse,1,1,1,1,9568.0,0.2,6.3,4.2,394813
Downtown,1,1,712,2011.0,13,Single Family,0,0,0,1,9775.0,0.7,1.3,0.7,192060
Industrial,4,6,2331,2019.0,5,Single Family,1,0,0,1,6879.0,1.7,6.3,0.0,332505
Riverside,1,1,894,2018.0,6,Condo,1,0,1,1,8726.0,0.7,4.3,1.4,179892
Downtown,4,5,1834,1963.0,61,Single Family,0,0,0,0,5240.0,1.3,2.9,7.5,375413
University,2,2,1436,1991.0,33,Single Family,0,1,0,0,4243.0,1.3,1.3,2.6,188013
University,5,6,2460,1999.0,25,Single Family,1,1,0,1,6800.0,1.3,1.8,3.9,403597
Downtown,3,3,1358,2010.0,14,Single Family,2,0,0,1,10073.0,1.1,3.6,6.4,341141
Hillside,2,3,1366,1953.0,71,Single Family,2,1,1,1,7773.0,0.2,1.6,7.1,238104
Riverside,2,2,1501,2021.0,3,Condo,0,0,0,1,6684.0,0.4,2.7,2.3,293278
Riverside,2,1,1556,1966.0,58,Single Family,1,0,1,1,9006.0,2.4,3.1,2.3,226870
Industrial,4,4,2024,2006.0,18,Townhouse,1,0,1,1,5252.0,1.0,1.4,5.7,280108
Riverside,6,5,2929,1997.0,27,Single Family,2,1,1,1,4321.0,1.8,1.5,4.9,535170
University,3,5,1710,1993.0,31,Single Family,2,0,0,0,6941.0,1.3,0.4,3.6,228878
Uptown,3,5,1997,1994.0,30,Single Family,2,1,0,1,5449.0,0.1,0.6,2.8,464787
Hillside,4,4,1937,1982.0,42,Single Family,2,0,0,1,4431.0,2.4,4.7,2.9,379811
Riverside,4,5,2007,1980.0,44,Single Family,2,1,0,0,10711.0,0.1,3.7,1.4,402856
Industrial,3,3,1533,1996.0,28,Single Family,2,0,1,1,14609.0,4.3,0.0,5.5,247454
University,3,4,1410,1955.0,69,Condo,1,0,1,1,3336.0,0.4,4.1,2.9,169655
Uptown,3,4,1749,2021.0,3,Single Family,2,0,1,1,6752.0,1.1,0.1,0.8,418024
Suburban,3,5,2020,2020.0,4,Single Family,3,0,0,1,8523.0,0.1,1.2,0.8,360809
Suburban,1,1,860,1983.0,41,Single Family,2,0,0,0,2838.0,3.4,0.1,5.9,69489
Uptown,3,4,1523,2002.0,22,Single Family,2,1,0,1,7331.0,5.9,6.9,2.9,343319
University,3,3,1737,1963.0,61,Single Family,0,1,1,1,7549.0,0.2,7.2,1.5,254026
Industrial,4,6,2217,1965.0,59,Single Family,3,0,0,0,9439.0,0.5,1.9,0.6,281848
Uptown,1,1,868,1992.0,32,Single Family,0,0,0,1,5681.0,0.0,1.0,2.8,123297
Hillside,3,4,1980,2022.0,2,Single Family,1,0,0,0,,2.3,1.4,0.6,416228
Hillside,3,4,1537,2023.0,1,Townhouse,0,0,1,1,10914.0,0.6,2.9,1.9,358592
Suburban,3,4,1642,1961.0,63,Single Family,3,0,1,1,9258.0,1.3,0.5,3.4,267842
Riverside,1,1,959,2019.0,5,Single Family,2,0,1,1,10183.0,0.1,1.2,2.5,247335
Industrial,3,5,1778,1968.0,56,Townhouse,3,0,1,1,2737.0,1.9,2.7,7.7,253408
Suburban,3,3,1709,1990.0,34,Duplex,2,0,0,1,5995.0,1.1,1.0,0.1,286080
Riverside,3,4,1444,2002.0,22,Townhouse,1,0,0,0,12548.0,1.9,0.1,1.0,336290
Riverside,3,3,2167,1978.0,46,Single Family,3,0,0,1,7748.0,2.3,1.4,0.2,343172
Hillside,3,3,1652,2019.0,5,Townhouse,3,0,0,0,7622.0,0.1,2.7,0.6,370850
University,4,5,2122,2008.0,16,Single Family,2,0,1,0,7753.0,1.3,7.5,0.4,353615
Downtown,2,2,1423,2013.0,11,Single Family,0,0,0,1,12709.0,1.6,0.1,4.0,328616
University,4,4,1972,1973.0,51,Condo,2,1,0,1,5761.0,1.1,1.6,1.4,293346
Downtown,3,3,1711,1965.0,59,Single Family,3,0,0,1,10014.0,0.3,1.2,7.8,384401
Uptown,1,1,764,2001.0,23,Duplex,2,0,0,0,8791.0,2.4,0.6,0.1,160912
Hillside,1,2,983,1955.0,69,Townhouse,2,0,1,1,3901.0,9.0,2.0,3.2,135190
Riverside,2,3,1244,1986.0,38,Townhouse,3,0,0,1,7104.0,5.2,0.4,10.6,216306
Industrial,4,3,2153,1953.0,71,Townhouse,2,0,0,0,5498.0,2.3,0.7,0.6,237817
Downtown,4,4,1890,1987.0,37,Single Family,2,0,0,1,4180.0,0.8,3.0,1.8,422258
University,4,4,1934,1990.0,34,Single Family,2,0,0,0,11589.0,0.6,1.2,3.6,355325
